51300027756,afg,105,254
51300056875,agb,22,63
51300093116,gdg,149,104
51300212698,ccb,39,17
51300218673,afb,295,169
51300229631,bdg,211,175
51300250809,bbf,165,80
51300278705,cgb,295,80
51300296299,dga,298,112
51300296667,dbe,293,84
51300316586,aee,78,115
51300320368,bfe,52,102
51300355437,gfd,135,255
51300375717,bgf,122,130
51300427170,aag,80,226
51300441532,cca,244,223
51300446017,bcg,221,195
51300480953,bcd,187,53
51300571929,aag,253,189
51300610034,dbf,291,226
51300650033,fac,137,293
51300703598,ffc,72,162
51300723580,ceg,54,194
51300748625,agg,21,147
51300790215,acb,297,102
51300812555,gdb,127,195
51300817637,bdf,132,18
51300819784,ggc,291,183
51300820990,aec,3,130
51300875045,bda,299,220
51300876910,eeg,254,239
51300881891,ddc,119,77
51300899949,aba,241,191
51300902904,cbe,84,267
51300916423,fgd,245,262
51300939460,fef,245,129
51300942684,gfg,67,162
51300971469,efg,274,93
51301053775,aad,292,213
51301081452,bcd,128,59
51301111203,ded,101,111
51301120925,gbb,293,299
51301121484,gdf,241,152
51301163600,dgg,173,64
51301177710,adf,215,176
51301189982,fgf,108,36
51301197696,afd,175,269
51301221249,fgb,55,141
51301241546,cac,227,66
51301243972,gca,72,140
51301259155,cdg,265,155
51301293576,cfe,16,48
51301309271,gba,106,63
51301349200,eee,288,87
51301350998,dag,138,14
51301361535,adb,19,293
51301377696,aec,65,110
51301382432,dea,42,53
51301398027,gag,85,167
51301444920,cdg,100,172
51301582476,acb,253,105
51301595789,cbe,179,216
51301655625,bcg,230,191
51301709900,cff,223,90
51301755239,ebf,277,119
51301777323,cfb,37,212
51301777823,cdf,119,252
51301864423,cfa,167,47
51301922759,bac,86,100
51301969748,acg,1,28
51301979411,agb,150,64
51301982465,aec,180,97
51301983933,ecg,242,13
51302062252,ece,276,276
51302064607,gfe,232,88
51302196849,dae,20,138
51302226719,gcf,252,265
51302247774,aee,145,93
51302263717,fdg,148,125
51302274436,bdb,160,78
51302309662,ade,299,136
51302342213,bff,64,149
51302350126,gdc,5,223
51302364917,fcb,62,120
51302448541,bce,159,125
51302460354,gfg,3,192
51302470077,fda,51,80
51302507895,aad,212,187
51302513772,eec,183,221
51302514382,cfe,41,44
51302523131,fbg,188,82
51302545797,fff,57,134
51302572253,ggd,2,142
51302575210,bcd,145,57
51302575297,edf,1,262
51302591735,fda,200,90
51302608401,afa,49,236
51302621327,aff,5,198
51302628081,efb,151,234
51302649726,ffb,97,12
51302680154,eae,217,173
51302704980,ada,31,114
51302748581,egg,166,187
51302758773,dab,62,89
51302765166,agg,272,133
51302777684,bdg,91,180
51302783589,dbe,49,87
51302813292,bbe,284,54
51302857724,cca,277,196
51302886169,egd,219,79
51302905888,ffd,278,71
51302944088,ebe,52,210
51302963971,efb,199,259
51302968721,gce,30,218
51303008890,adg,186,151
51303052395,daf,134,49
51303100573,cgg,279,245
51303117768,dbc,42,146
51303133603,bfb,235,190
51303168828,fcc,115,106
51303169673,ebe,123,174
51303187895,dca,182,290
51303202728,dgf,297,61
51303233074,gfe,217,82
51303246219,eea,239,42
51303266445,egc,288,183
51303278694,ceb,129,216
51303278883,ege,51,288
51303303169,eec,242,262
51303322212,eaa,246,61
51303349465,fec,28,38
51303350609,gfg,182,180
51303382429,bad,177,278
51303383846,bad,220,278
51303392550,fda,34,79
51303404355,edg,53,160
51303410056,ceg,257,201
51303411620,ccc,156,97
51303430130,fdf,273,161
51303444707,ggf,27,129
51303463611,eag,112,153
51303469587,gbg,123,248
51303483254,ecc,175,151
51303512909,egd,260,72
51303518001,feg,253,180
51303528452,bca,133,12
51303548680,bcg,36,212
51303611879,fbe,39,270
51303613402,acc,247,199
51303619175,gfc,115,37
51303632183,efa,288,287
51303650754,agd,19,114
51303662460,fag,173,95
51303682697,gea,68,13
51303718498,fcc,97,106
51303724806,feb,42,118
51303735764,cce,270,140
51303785939,cec,180,55
51303815150,feb,180,132
51303824763,afe,21,235
51303828062,cba,297,28
51303830100,ffa,238,45
51303889080,baa,103,89
51303958703,cef,175,124
51303998178,egb,41,91
51304055278,acb,54,123
51304061562,aed,100,75
51304077092,bgb,108,47
51304103990,geb,99,155
51304125288,dea,271,46
51304130354,eba,114,85
51304130658,cgb,233,76
51304144878,cee,242,108
51304174663,bec,8,66
51304195968,ccf,1,292
51304199463,dcg,223,135
51304224440,cag,30,114
51304251231,eaa,256,64
51304258845,cbg,128,95
51304263460,gca,169,114
51304271490,acd,108,231
51304296292,ede,86,127
51304319718,bgc,240,193
51304323699,gfc,107,34
51304358905,abg,11,126
51304405256,ecf,142,234
51304417333,bfe,272,114
51304441227,bef,286,77
51304473188,cbg,55,82
51304487719,eed,12,104
51304523187,fcg,43,104
51304548362,gae,12,145
51304554273,feg,282,185
51304612165,gba,49,53
51304616693,gag,132,145
51304630024,gfc,273,27
51304652488,daa,57,33
51304669541,gfe,247,94
51304688204,cag,10,99
51304707391,dce,91,230
51304715875,bee,89,83
51304717368,efd,150,258
51304731190,def,88,218
51304733155,bcb,158,65
51304743547,dfc,11,239
51304745692,acf,251,64
51304764383,ddd,77,109
51304769685,bbg,63,166
51304771163,ggc,40,190
51304790872,egg,69,192
51304796029,aeb,18,289
51304807409,gaf,169,47
51304840245,bgd,63,13
51304871840,fee,62,80
51304877955,eea,95,41
51304907852,aea,251,95
51304908924,faf,145,259
51304928123,fcc,220,107
51305027571,eag,219,125
51305027749,fag,295,76
